,1,2,3,4,5,6,7,8,9,10
5,0.10347982399394454,0.7755108568447255,0.050750592299482776,0.3505078169461696,0.019709323288820215,0.0007874823260104102,0.009462491428391517,0.001410873889790626,0.0005568672443238752,0.0009853223321023346
6,0.44999472222087367,0.26521937794501427,0.003689465975227792,0.01755046018571676,0.012519164708466297,0.009314808746306288,0.00240106265124248,0.0022499674718866954,0.0007709218794139399,0.0008903168220433024
7,0.9089565528537382,0.4604335429769486,0.10438893777816446,0.6036786315371923,0.007018508630584235,0.13783434024034832,0.0562137085482577,0.028780721437527003,4.56072410484427e-05,0.0018932535489988372
8,0.9956791414801562,0.29329411636475633,0.7708882104315367,0.0016121546064152266,0.06172066286252655,0.22140621000261826,0.0718741896787327,0.0025196799407651627,1.554071204280189e-05,0.027615267422924937
9,0.5344517092122968,0.41162636854593915,0.9355293999714063,0.3881539947827817,0.10707012747324988,0.9797485764602517,0.02770138624967272,0.051870552890155144,0.07440535364526077,0.13729124930169156
10,0.9579443618190553,0.5433018474169937,0.855591611286381,0.06362112488626913,0.028487506576121882,0.18179108202912034,0.28126217784000856,0.244633696388972,0.25898151137037984,0.20212715946399454
11,0.18275520141720838,0.31061145352290565,0.1276278566987876,0.24856423423855917,0.030695009112846276,0.11067759284113468,0.5852812266744005,0.015410622219948001,0.1944117550392244,0.020655140042079412
12,0.6113443791332754,0.9326818278422349,0.32544349275648154,0.26798266704182866,0.021953076037743244,0.08908316557128694,0.07075550420214294,0.09612538482403106,0.13476514924270133,0.041938548177507085
13,0.4514556825321817,0.46192426024452593,0.3007761227640535,0.1421088363245678,0.2599241876737092,0.5705209422281259,0.25095146174719696,0.030546500091344964,0.018650463160264506,0.17635326770041865
14,0.4562461686760534,0.2844577001152479,0.598258445725877,0.6140683009249736,0.041638704385326714,0.028531226161241558,0.10261302986477897,0.1315482626406784,0.2198434043060248,0.30486144620686806
15,0.8820580931584254,0.3037915893392235,0.03429542012353852,0.34959702279480454,0.3185749327825208,0.09677345155528451,0.5082127010468704,0.06989137968800901,0.037635867829451004,0.07800573893031246
16,0.8139780840822182,0.8252699124165294,0.5774409818374218,0.7989218416077267,0.16838510170493307,0.5446504161894229,0.25308797280613704,0.05527936987521768,0.11089890923514695,0.19920734362521014
17,0.4929299141460114,0.9932665900693687,0.9624026123933034,0.4411484219386833,0.46977409643222223,0.4853338897396363,0.348810637192679,0.46104656541113087,0.4121649498133203,0.5134632146332918
18,0.45089667045665893,0.16617735445403228,0.11322869294132623,0.18982439046813948,0.3307967142780124,0.11528643314448894,0.93345156299908,0.48839648249766765,0.08849174937959342,0.2201084191463116
19,0.3305062567216256,0.4294127886892861,0.422002998217456,0.431671730286451,0.9163629993300548,0.8262241867274032,0.35385589796396144,0.2658321101444142,0.28798112423526584,0.014043560360294872
20,0.9018634864222748,0.9927106827608617,0.8105178725396194,0.592454604147419,0.3443518363501732,0.11027247970333354,0.25569828074148315,0.9660111262284067,0.8690982120515162,0.45776287404222105
21,0.2950302119779114,0.0912338258388083,0.7126933034884101,0.3682249055744815,0.16228446569726748,0.627663180709027,0.6342687601833076,0.2439612855540494,0.7422598541893237,0.2075012333415708
22,0.09882192939015849,0.3778817677499924,0.14898236729733916,0.35390672254781685,0.4132782406608222,0.7315463023886908,0.07121877916287438,0.5313422181979283,0.8545259227064619,0.12223537953180376
23,0.47760485516760676,0.9079134757856,0.20072071360140062,0.6177701878964139,0.6290378229868325,0.3947744088355184,0.7935436224850081,0.13813933796332103,0.256456899993464,0.619103630139046
24,0.241937438400344,0.9436387897749858,0.24124753270196386,0.9118126952918761,0.09027906670502421,0.980226556700839,0.3587412389245228,0.5309716820465145,0.4519520308930022,0.8579859071483626
25,0.04943600835075193,0.348646622567359,0.52057481215746,0.1006250779345901,0.9360763452108312,0.4564741583230607,0.8232468007841425,0.8088860397922378,0.1935685798292634,0.1753667690919081
26,0.9874805579477315,0.9730897388745822,0.9912202891215491,0.7300242130893029,0.19837581547618227,0.4531134097532208,0.5602742722062064,0.24741423790058387,0.5636589643556362,0.6300359475132096
27,0.1531751589705158,0.8295735839375731,0.48862367885433733,0.6332851741920882,0.39242904499400744,0.9797528401029196,0.5231997040784004,0.24312878035607247,0.7163881703040528,0.01120873280403967
28,0.5425835575231979,0.37686942766724874,0.12973038500308812,0.967624225246542,0.6510419973036204,0.04700218558411849,0.6631407338900833,0.46161647174667075,0.15252969061877564,0.622489069636289
29,0.11822640729686502,0.305208250718329,0.7782203282566852,0.234746417767141,0.7927690408931334,0.772721339655255,0.763071835127918,0.40276459446429336,0.313867316457775,0.9044122395005567
30,0.21340643268738604,0.2709762106244829,0.8329552715825996,0.9248663945971757,0.15712826033445934,0.7805650424654447,0.6065546426742511,0.12522782522208037,0.639167714319476,0.8627297762528126
31,0.29307197625726145,0.8859341322312912,0.3623643519622065,0.33871986022259215,0.9013101400231107,0.2757533707551867,0.8397691968341092,0.591646889349883,0.3799424991995539,0.5266770169263266
32,0.8883073029883142,0.26453368547249284,0.979017187563457,0.9865559681391132,0.28087274820958863,0.488928574536555,0.6193614461059755,0.8443506047482982,0.5483523177499086,0.06663803301663172
33,0.1025692461957795,0.9881881162487102,0.5332171319235165,0.6299314302220156,0.7336004171437815,0.23170316841628982,0.4591097346624138,0.4763005441769007,0.7411321890804403,0.9618449289498938
34,0.8273419647021627,0.7251763333446342,0.9393955290713552,0.6006294937925138,0.6761931245470991,0.7487033307053104,0.36403108757923364,0.07585778201587279,0.6909076606551086,0.08546618222297565
35,0.8038023040960485,0.48584554977634653,0.46468310515849676,0.4067025180688332,0.6197178014066793,0.4307232031985475,0.8355434418734675,0.5335659846298711,0.5954063047015163,0.580422592368223
36,0.26931231384109994,0.4138011828700483,0.5728370974834487,0.7653108117285958,0.18378842159235628,0.1020590732330112,0.1014019687456617,0.5066883382968843,0.05167675006195719,0.4476178986422772
37,0.39307073959778427,0.7020658975201148,0.8573095140690671,0.5793705185664424,0.2031972687483163,0.7831407111234165,0.5322683973408513,0.7062918663920346,0.6620675156579905,0.5260164918337606
38,0.8935998780936439,0.675333350222192,0.6164011101315054,0.6759656240290348,0.4596031200727332,0.23767344702725138,0.5381573713187043,0.3216867318761597,0.45027796207139725,0.9941126831523555
39,0.9366130919035937,0.7888627969780302,0.7773817907847991,0.9442561725403722,0.2914736496228,0.35581949347725417,0.4615150303977872,0.98651365512395,0.9726303741748464,0.8879277141547443
40,0.4865198519064988,0.8597005168590789,0.13289542733253132,0.4854133671120989,0.2914656000850091,0.9566672583913073,0.2955359932947696,0.3700801089751419,0.7868364524196015,0.14894516186485526
41,0.8183126728370343,0.15860433272667018,0.7561625145939193,0.12233040300199448,0.458506088953327,0.04373216176335251,0.07877383041378644,0.7326034755805604,0.9311126734608393,0.6126992079413507
42,0.21164727204075862,0.42012593176281554,0.023042190076044685,0.2780388326459949,0.8631210084644799,0.9473313748193539,0.918745097304813,0.40780310188953683,0.7991556059530698,0.6318886938447904
