,test means,test std devs,control means,control std devs,p values,dfs
5,0.7949875068231901,0.22042259520746008,0.787071766837415,0.225596040537081,0.8595107299516208,97.9473025819678
6,0.8032703825644445,0.16705833046321575,0.8462793160969904,0.14735135875295094,0.17534980387892224,96.49544176804952
7,0.8055901905788003,0.20114332875050003,0.8095860120361006,0.16276696789575842,0.9132793277270257,93.91377724038998
8,0.8385105938224132,0.11925317594815303,0.8199139000806397,0.13825485563547157,0.4731401219852245,95.93312447946651
9,0.8146587699487617,0.11386165165396979,0.7902925733343781,0.19909738958566225,0.45478710921005316,77.95445782623943
10,0.7770395036241219,0.14325384510867123,0.8133217151983954,0.13034485398868925,0.18839952962176695,97.13885153041252
11,0.7660848352373678,0.15088902794500628,0.7819141928071527,0.13742597659642097,0.5846530933283345,97.15629317460187
12,0.8146506041807882,0.12370169430760612,0.7937792718388634,0.13996514474132543,0.431418497718583,96.54188519953631
13,0.796767485358642,0.1335389232769914,0.7843432837181062,0.14993622320351704,0.6626877428047568,96.71422879244577
14,0.7952794283059075,0.08833398194895112,0.7966881930841138,0.10165292070280658,0.9411886897109304,96.12868641991403
15,0.7703775021547239,0.1348760436097485,0.7890345133065044,0.13088545686094097,0.48438078498144166,97.91173504646885
16,0.7721442207500975,0.11795484097886087,0.7817237462413424,0.12637978923197224,0.6960364499209045,97.53723259994334
17,0.8009643869487053,0.08241793227163015,0.80197226894103,0.10184118684963024,0.9567338057142762,93.9168877947742
18,0.7888895829915739,0.0888310909086879,0.798140752581314,0.08015892058294143,0.5858272108324241,96.98373261084026
19,0.7788400142331174,0.08499719578374494,0.771442724906276,0.09625443813674857,0.6846619257604256,96.5221074275325
20,0.7758076370470772,0.09773235787264978,0.7869559988811878,0.08081282920556115,0.5356891478261707,94.66003665429695
21,0.7841870690359013,0.10335868884835138,0.776380742272423,0.09962573498872339,0.701432808119416,97.86769220100847
22,0.745478621451888,0.12808061184777114,0.7449494010681654,0.10929057344771609,0.9823143602647895,95.63277053263438
23,0.7499828376274869,0.09285413581644085,0.7639192229778818,0.094132147835771,0.4578753933604689,97.98169310322655
24,0.7578678423699182,0.10526684661398505,0.768317941808684,0.08960344818999838,0.5942127425588327,95.56200783297615
25,0.7774421573510584,0.08718596906815457,0.7733672549353579,0.08251457067550401,0.810808174847775,97.70430557653152
26,0.7627348839100668,0.0862827006823232,0.7900190622368315,0.08791966836826969,0.12053449050388007,97.96540382155797
27,0.7676285631989803,0.09267274879166977,0.7636475709730708,0.10411809890288301,0.8403766855263899,96.70041826288251
28,0.7478060613565348,0.0868018267174196,0.7298239631353725,0.08409023797683925,0.2953360782777485,97.90145505967496
29,0.7594124886838135,0.07422246702457494,0.75267736154483,0.08296020992477411,0.6697251890219018,96.81069701354512
30,0.7432304436916918,0.08064540850808886,0.7519502531254514,0.08728479538936984,0.6050446372811025,97.39294346764116
31,0.7246325328526223,0.12051143523110562,0.7270240377787306,0.0957852115643082,0.9127639791155119,93.25048013075968
32,0.7446921029299403,0.07852215057505633,0.7413863677804858,0.08491878459555488,0.8402569494887543,97.40503243110619
33,0.7544441905258378,0.08711520122937352,0.7354012698767396,0.09091919194916435,0.28753183955333333,97.82152842028005
34,0.7255218915764889,0.10020531756461339,0.7371055186689892,0.09105179092523631,0.5466133352264095,97.11427781186018
35,0.7342111826196445,0.07469525394647827,0.732156972240231,0.09229600716015332,0.9028947813004834,93.91786586125471
36,0.7216684538147,0.10644429155007959,0.7328852777388281,0.07219540157927137,0.5390769316823103,86.20791826293154
37,0.7078575026760292,0.07719479058345013,0.7385410196162056,0.07060997965187925,0.040732556390006176,97.23113019726497
38,0.7201696540268727,0.07652317204952193,0.7195674160180024,0.07434296391618457,0.9682425348878982,97.91823742159697
39,0.7086486324818831,0.10321462311585139,0.7186317262244052,0.09032266726567195,0.6079543530047382,96.3057597768576
40,0.6994527058906318,0.10040965088459586,0.7011300796084483,0.08518198694263801,0.9284146569270778,95.46358867076847
41,0.7296756976262957,0.08103491325013841,0.7162450844963918,0.08757432141265231,0.42799399499508617,97.41561753026112
42,0.7048168223530098,0.07175868318823099,0.6859126405985368,0.09296272695036048,0.2579670606502434,92.09323182587268
43,0.7055166606491432,0.07790377880766335,0.7261802023120167,0.09323646094941837,0.2321248761660822,94.99832317060363
44,0.7121228645780044,0.08294075477219152,0.7108152690205679,0.08543947713001257,0.9382659112139405,97.91378826494633
45,0.6983115487653894,0.0860088991421848,0.7155755532970319,0.07589261483127943,0.2898702173210404,96.50457878430241
46,0.7082634946949429,0.07740810028941494,0.711812964367007,0.06716247102832684,0.8070530973165206,96.08883210760634
47,0.6991982726690092,0.0839424702980703,0.7021777702733851,0.08640437100752069,0.8615276202252681,97.91822604116278
48,0.6896997093153692,0.08891747060216007,0.6877473651340629,0.08831915951127566,0.9125124865450491,97.9955331279574
49,0.687519635728798,0.1046244598638328,0.6830534564642926,0.08113272869712865,0.8119980567682872,92.28088514368777
50,0.6985779388192978,0.0761325109823994,0.700761194813582,0.074572312983511,0.8851175303946969,97.9580132754209
