,test means,test std devs,control means,control std devs,p values,dfs
5,0.8154820164546456,0.20536525718558155,0.7773894287141304,0.26097663572984775,0.41938708495261623,92.86471769007612
6,0.7766679696793797,0.22089550453690224,0.8120487983028716,0.14832591054485542,0.3497235167898728,85.72106664281466
7,0.7966514794316839,0.14207270374978476,0.8094858290892927,0.1549981782010481,0.6669717331083369,97.26624312984025
8,0.7438210054620249,0.17301135329857364,0.7771910728878872,0.16009359150692498,0.31928948732097917,97.4157532589587
9,0.7961081085877403,0.19027165705018556,0.8018432912567336,0.13626618787346892,0.8628240525024387,88.79512328363732
10,0.7852972010371321,0.13966474045336671,0.8031085959366472,0.14456822864853489,0.5324098286408576,97.88354113372132
11,0.7844021848033489,0.13600381882691454,0.7863246399205872,0.15609375345244766,0.9477844695248028,96.19688659037897
12,0.7735979750697176,0.12315192681848226,0.7617664133663804,0.1340041542621677,0.6467688012975907,97.30926280921169
13,0.797210789922207,0.13271085987729123,0.7922125275779988,0.09819842544599958,0.8309658903803958,90.28143151417734
14,0.7876529660248464,0.11428463400188786,0.7695803023461077,0.15616170214351785,0.5106986364039146,89.78731585596411
15,0.7542913549542605,0.12988327391153126,0.7791905880950261,0.10888500193388424,0.30152676598029915,95.10282128024733
16,0.7489209594344933,0.11164462008478182,0.7791662003675763,0.10146712779957037,0.1595067968913369,97.11804188332754
17,0.7858006477857642,0.09297890050846447,0.7888302770688068,0.09834583592932174,0.8745567231830329,97.69299130120486
18,0.7499425800657766,0.13336715689353448,0.7615855199500952,0.12082812300332832,0.6483520073975704,97.0598828308034
19,0.7346112183815979,0.11213396264011756,0.7699962210742457,0.09327039695714537,0.08952202151417057,94.85336669972673
20,0.7617266026330825,0.11041839195292526,0.7538862836810917,0.10124758902795071,0.7121402299592399,97.27233259508769
21,0.7632843777899277,0.09652075805308336,0.7740008903465291,0.10609208795391749,0.5984776796136582,97.13678658111002
22,0.7387545811793284,0.1082271637252187,0.7330301808821885,0.10889892949225764,0.7926087705492789,97.99624791364067
23,0.7399535639402111,0.0925316774453906,0.7349341521714835,0.10619643471556486,0.8015926663850147,96.19775807819192
24,0.769675380820986,0.09612876567011952,0.7571225271339047,0.10490389273488177,0.5342031416922377,97.26154950685928
25,0.7422681499171495,0.09818805065325781,0.726717258503298,0.1301663890645249,0.5017535168142018,91.12427959602391
26,0.7271062075605801,0.10253409116585513,0.7417705051272178,0.10419357047197893,0.47980399285440045,97.97474980808904
27,0.7459671569838769,0.0890830307481638,0.7454932193044834,0.09567114694732133,0.9796000293750595,97.50532661487526
28,0.7085118707424488,0.11927248925982292,0.7334911849772144,0.09720351834133556,0.2538943982315501,94.1654409728236
29,0.7410144104566375,0.0825067269566845,0.7379594123711694,0.0895345570536014,0.8595427571690948,97.35235738494197
30,0.7204387536180651,0.08347157633062496,0.7359611793784747,0.07591176369793391,0.3330634650232318,97.12984428243885
31,0.6982068724436274,0.10833809435402054,0.6970335980684534,0.10140322944619395,0.9555289734854161,97.57425047184978
32,0.718988033293824,0.0906246851432619,0.7312700699336603,0.08742936454984898,0.4920264755674276,97.87399934401098
33,0.7307370466846704,0.08800346191186824,0.7294595747479959,0.09273996253785044,0.9438171156150739,97.73190405236332
34,0.7160426365499943,0.11863734050303781,0.691230421563717,0.14305471828534164,0.3475475533391843,94.75691246286202
35,0.7289674594438825,0.08233247453842495,0.7309230653496277,0.08041076554584878,0.904605124179557,97.9453874813678
36,0.7076919045299459,0.08521658586959345,0.7087552886824264,0.0985260396083959,0.9540897714193414,96.00605227756472
37,0.7265634024578479,0.09807073319062136,0.7236466275968216,0.0890126255075007,0.8765728243095292,97.09380358841838
38,0.7089612884505891,0.08881036695467326,0.7039272687987819,0.08972255629538316,0.7785671199153579,97.98976821511367
39,0.7077400590597072,0.09902457764386567,0.7002797819193144,0.10827377813650797,0.7199831933673835,97.22884026590957
40,0.7062817452070612,0.09724129508816694,0.7207779251943478,0.0791462487024872,0.41568112120913325,94.11999623884338
41,0.7098586670747072,0.09785316406792448,0.7125448516057122,0.08409366201733379,0.8832713327274201,95.83261273132759
42,0.7084222984402468,0.07375604781223595,0.6969458019087758,0.09917337669040079,0.5131057523728031,90.50630210350035
43,0.6992713901373687,0.08561494963610883,0.7114209522175866,0.0722709775599645,0.4451065027333203,95.31513202870309
44,0.6889618405478167,0.09880185080700124,0.6805792768834111,0.102162642702035,0.6775489348144443,97.8905533512999
45,0.6969918967459912,0.07973505996898825,0.6942113738011421,0.08742016093945533,0.8683697753454211,97.181780097551
46,0.6983579533310027,0.09318061124175057,0.6767191906826746,0.09626367344566408,0.2562098586751078,97.89634315084798
47,0.7020168612313286,0.07459809457108504,0.693126838501287,0.0862983057040748,0.5828621700613599,95.99088997835653
48,0.6730339638483174,0.07881238712792518,0.6783917228999422,0.06729642823660624,0.7154985222519108,95.65240024745259
49,0.6957082023184171,0.08388624324230061,0.7084178204402426,0.07380376904374081,0.42317617681299813,96.43584186933593
50,0.6875066574415787,0.08316053832520957,0.7004790890870888,0.07492740854253857,0.41452671010435216,96.95382416657105
