,test means,test std devs,control means,control std devs,p values,dfs
5,0.7722406860951394,0.2570677447451572,0.8177286577115513,0.15868878065712108,0.29015186057635745,81.60907402762045
6,0.7776932648812556,0.27855554020010875,0.7576595437475475,0.24489244357302134,0.7033485019661915,96.41804379158225
7,0.806193834913938,0.15108268671830746,0.8200345217579469,0.13943189294840125,0.6351143110301614,97.37556206640623
8,0.8300619964912221,0.12021739198282146,0.8308324100374307,0.10002432818949382,0.9722850979332966,94.8631644850575
9,0.8463921705564846,0.11202751677133055,0.8075621660580957,0.17782677352621296,0.19504237353462742,82.60130602821775
10,0.8032831537563552,0.12966531395123745,0.8385740893311987,0.08906658162234463,0.11629801863136517,86.81956874298906
11,0.8175202411138339,0.10699846784033605,0.822209825786112,0.10137654599770535,0.8224699454256416,97.71589980927052
12,0.8287374191589985,0.09619976029039014,0.8255579018675493,0.08955204685975557,0.8645305487602708,97.50175934943555
13,0.8136509946020952,0.12365954017753723,0.7986659808467077,0.12054243310179678,0.540914101071084,97.93619322340342
14,0.7876183209847718,0.12839176115771905,0.7856162398118106,0.147218841751978,0.9423761121167373,96.22066072819372
15,0.7736469772715633,0.136935707913691,0.7859870029729081,0.12380216039664824,0.6375073778663187,97.02033489271119
16,0.799687971032587,0.09752276878931261,0.7982041666531748,0.0975573512193181,0.9395254064582508,97.99998768112721
17,0.798686661721071,0.1095292925457198,0.7985780677186071,0.09670106256400622,0.995817578247149,96.5176837707456
18,0.7847213724550677,0.1367251139127181,0.7828386936758719,0.10496297180920379,0.9386061761186812,91.86723029330301
19,0.7867958531240506,0.09282761731921788,0.7850023822030926,0.09999133607226789,0.9261348135366488,97.46336264995196
20,0.7787593348054745,0.09090733222196526,0.7774268764248056,0.09263436092055397,0.9422773458414991,97.96531153701777
21,0.7735989126534217,0.09556986764728649,0.7866644697911893,0.08830886964811122,0.479400915472713,97.39442164039288
22,0.7601706208453397,0.1014690296948481,0.7737876413126498,0.08704901536265063,0.47314633135412454,95.78429181403206
23,0.7718797710679111,0.08487159064117976,0.7829647089543776,0.07978370457032224,0.5026008067654923,97.62784138544411
24,0.778263818880316,0.0771078040131046,0.7867713878185206,0.0853111279283525,0.6020716023950236,97.01509847046806
25,0.7948101603698977,0.06174501697018465,0.7801008616274789,0.10495266897267845,0.39558571942665854,79.29039515234446
26,0.783940243434937,0.07174956093626773,0.7743983018335485,0.0843871466651464,0.5438806593673535,95.52917212092784
27,0.7810309558778225,0.08017753041088897,0.774737445819916,0.07657936034888727,0.6890186932542739,97.79411472772912
28,0.7884516214513149,0.0780990588565475,0.7700499679434659,0.08504830690106796,0.2625587741744267,97.2964451143236
29,0.769148583713598,0.08897173402651393,0.771389203234008,0.07507035394972902,0.8920290934979314,95.30133549273722
30,0.7474850930702537,0.08183529183823518,0.7573511900689165,0.0823026168030935,0.549172286255303,97.99682250323308
31,0.7767311471202056,0.08931368085903674,0.7712101447510606,0.07201187350653987,0.7344096563760759,93.78278109205348
32,0.7559191147794797,0.10042608817111251,0.7688809389735687,0.07939434854756296,0.47582124689927385,93.04521354389685
33,0.7536833816189656,0.08520861571822329,0.7634719914256928,0.08027790339890939,0.5557240033374005,97.6538433613517
34,0.7539764065800856,0.06658203896887206,0.7406646425069203,0.10217634333949674,0.4423775196240115,84.25675758016459
35,0.7563308729952024,0.0798077613207867,0.7603576706451615,0.0818383671426642,0.8038110557680587,97.93819897373902
36,0.7660133794230413,0.07112063169799837,0.7537650098009514,0.07881393210279439,0.4165902632592998,96.98398981446508
37,0.7407411054729094,0.09613822994228814,0.7634646495261609,0.08307598733727597,0.2090768912329536,95.98192208819671
38,0.7497398157635103,0.07259687132166183,0.743392635557154,0.09185101900249736,0.702334523420548,93.035511664599
39,0.7443346065745873,0.09745703224877526,0.7408956243069957,0.09225787720594664,0.8565835760486769,97.70691351140674
40,0.7570192865184255,0.06622262896022137,0.7624619814046169,0.06569520742480287,0.6808164330350357,97.99373453809021
41,0.7328426906805484,0.058359879620173236,0.7386114547366869,0.07691056723589111,0.6736475131041789,91.37738869228208
42,0.7585904753193664,0.06878204304330311,0.7388847848125311,0.07797325730790282,0.18334923962849559,96.49777446468832
43,0.7362283098459761,0.06970239035099834,0.7318386452416032,0.07932694839257681,0.769437171052469,96.40499371445068
44,0.7425859558246168,0.08357222973718077,0.7485986016178052,0.06331428644148544,0.6860576911049043,91.30981294622846
45,0.736526844587818,0.07249520391064689,0.732815442991615,0.08443184517824583,0.814072887126969,95.80810448896574
46,0.7449850907973551,0.06823249649269947,0.7428262075440901,0.06835635177812255,0.8747371125289571,97.99967768350821
47,0.7530385259073697,0.06740764368148681,0.7475520632005137,0.06506881064962675,0.6797202626852874,97.87804611462951
48,0.755656629161342,0.06470395532481352,0.7373745392284312,0.0807326900829237,0.21460521698654159,93.56262209617245
49,0.7243531692437237,0.07200937998429782,0.7367091445474161,0.06830210873258881,0.38085477974727266,97.72748349410178
50,0.7236384037000084,0.07847168024953047,0.741612715512933,0.07068753910290329,0.23175018309878317,96.94957571895621
